id_cliente,nome,cognome,eta_cliente,numero_transazioni_entrata,numero_transazioni_uscita,somma_totale_entrate,somma_totale_uscite,numero_conti_tipo_0,numero_conti_tipo_1,numero_conti_tipo_2,numero_conti_tipo_3,importo_uscite_tipo_0,importo_uscite_tipo_1,importo_uscite_tipo_2,importo_uscite_tipo_3,importo_entrate_tipo_0,importo_entrate_tipo_1,importo_entrate_tipo_2,importo_entrate_tipo_3
172,Simona,Leone,46,6,62,846.4563804153811,-5005.721658420132,1,0,0,0,-5005.721658420132,0,0,0,846.4563804153811,0,0,0
173,Luigi,Cassano,63,13,54,1007.6953900188805,-5026.131255404398,1,0,0,0,-5026.131255404398,0,0,0,1007.6953900188805,0,0,0
174,Simone,Longo,55,9,35,768.8882770773762,-3208.2763842401982,0,0,0,1,0,0,0,-3208.2763842401982,0,0,0,768.8882770773762
175,Stefania,Longo,46,14,72,1399.2202039062827,-6667.912887768686,1,0,0,0,-6667.912887768686,0,0,0,1399.2202039062827,0,0,0
176,Maria,Fontana,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
177,Giada,Esposito,50,18,111,1856.3193124513384,-12913.430283467067,0,1,0,1,0,-5958.951666352456,0,-6954.47861711461,0,1510.2678546857726,0,346.05145776556606
178,Stefano,Lombardi,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,Simone,Esposito,30,30,231,2346.3828623169584,-16015.300204906822,0,2,0,2,0,-8997.586990130061,0,-7017.713214776758,0,1599.6226835163498,0,746.760178800609
180,Giada,Longo,30,9,49,1385.7579568803365,-4075.9055801703007,1,0,0,0,-4075.9055801703007,0,0,0,1385.7579568803365,0,0,0
181,Simona,Rossi,36,16,45,1472.9745314825952,-3509.249924446016,1,0,0,0,-3509.249924446016,0,0,0,1472.9745314825952,0,0,0
182,Simone,Cassano,64,6,52,357.58688148334414,-4365.211380908751,1,0,0,0,-4365.211380908751,0,0,0,357.58688148334414,0,0,0
183,Giada,Martinelli,43,22,173,2969.6180468009766,-15983.541753854706,0,1,0,2,0,-6284.8341825646385,0,-9698.707571290071,0,409.16568435350524,0,2560.4523624474714
184,Giada,Romano,42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,Stefano,Lombardi,41,14,99,1418.5919083357023,-8955.712575987056,0,0,1,1,0,0,-3578.7006386840035,-5377.011937303056,0,0,877.2717461655808,541.3201621701214
186,Stefano,Colombo,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,Giada,Mancini,50,11,64,662.0420599147574,-5447.749734185701,0,1,0,0,0,-5447.749734185701,0,0,0,662.0420599147574,0,0
188,Maria,Barbieri,34,21,51,1463.5375466714497,-3423.456824774036,1,0,0,0,-3423.456824774036,0,0,0,1463.5375466714497,0,0,0
189,Giada,Bianchi,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,Stefano,Ricci,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,Stefano,Ferrari,38,27,102,2406.6804928048327,-8372.322724871317,2,0,0,0,-8372.322724871317,0,0,0,2406.6804928048327,0,0,0
192,Simone,Colombo,66,9,41,1086.684511525009,-3916.684207868288,0,1,0,0,0,-3916.684207868288,0,0,0,1086.684511525009,0,0
193,Mario,Romano,53,10,64,1160.5201268464957,-5031.4709825050895,0,0,0,1,0,0,0,-5031.4709825050895,0,0,0,1160.5201268464957
194,Maria,Romano,44,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,Maria,Barbieri,34,38,156,3503.837519401974,-13843.739009880386,1,1,0,1,-5284.594610898935,-4958.868469844117,0,-3600.275929137338,1222.2762635628662,1570.5747798614354,0,710.9864759776731
196,Stefania,Barbieri,64,9,50,476.8513279346316,-4196.806679660816,0,1,0,0,0,-4196.806679660816,0,0,0,476.8513279346316,0,0
197,Mario,Greco,40,19,104,2255.2431008940584,-8298.422041841151,1,0,0,1,-3286.330214744158,0,0,-5012.091827096991,859.3853894942282,0,0,1395.8577113998297
198,Simone,Ricci,46,7,49,365.17180424222715,-6008.104652711161,1,0,0,0,-6008.104652711161,0,0,0,365.17180424222715,0,0,0
199,Stefania,Moretti,35,25,137,2375.2348944451587,-8843.802046540995,0,0,1,1,0,0,-4556.12288691909,-4287.679159621905,0,0,1339.0250675299167,1036.2098269152423
